"Blooket
Import Template",,,,,,,,,
385,"Which sentence shows parallelism in the list?","He likes to play chess, to watch movies, and to cook gourmet meals.","The athlete trained hard, eats well, and resting enough.","Her interests include learning music, art appreciation, and reading literature.","She was determined to win the race, to secure a medal, and achieving her personal best.",30,1,,
386,"Which sentence shows parallelism in the list?","I prefer tea, to drink coffee, or hot chocolate.","The applicant demonstrated leadership skills, has initiative, and innovation.","The applicant demonstrated leadership, initiative, and innovation.","I enjoy visiting new places, trying new foods, and to meet new people.",30,3,,
387,"Which sentence shows parallelism in the list?","The artist's work includes sculptures, paintings, and installing art.","The workshop covered topics on teamwork, leadership, and communication.","The curriculum includes reading, writing, and includes math.","The dog barked loudly, running quickly, and jumps playfully.",30,2,,
388,"Which sentence shows parallelism in the list?","I enjoy visiting new places, trying new foods, and meeting new people.","She is skilled at baking, gardening, and she knits sweaters.","She likes swimming, to bike, and running.","They are planning to invest in stocks, real estate, and in bonds.",30,1,,
389,"Which sentence shows parallelism in the list?","He is talented at singing, dance, and acting.","We need to address the issues of safety, efficiency, and cost.","He is committed to personal growth, to professional development, and serving communities.","We need to focus on settling the budget, finalizing the schedule, and to assign tasks.",30,2,,
390,"Which sentence shows parallelism in the list?","He is talented at singing, dance, and acting.","I prefer tea, to drink coffee, or hot chocolate.","The project involves planning, the execution, and evaluates needs.","She committed to exercising regularly, eating healthier, and sleeping more.",30,4,,
391,"Which sentence shows parallelism in the list?","The dog barked loudly, ran quickly, and jumped playfully.","She is passionate about teaching, mentoring, and she inspired youth.","She likes to swim, biking, and to run.","They decided to relax, unwinding, and have fun.",30,1,,
392,"Which sentence shows parallelism in the list?","His favorite activities are fishing, hunting, and hiking.","We need to focus on quality, efficiency, and to ensure safety.","The library offers books, magazines, and keeps track of all visitors.","They planned to hike, camp, and relaxing by the lake.",30,1,,
393,"Which sentence shows parallelism in the list?","They decided to relax, unwinding, and have fun.","Her tasks included scheduling, organizing events, and to manage budgets.","The chef specializes in Italian, French, and Thai cuisine.","The recipe calls for flour, sugar, and adding butter.",30,3,,
394,"Which sentence shows parallelism in the list?","She has a knack for teaching, guides, and inspiring students.","Her tasks included scheduling, organizing events, and to manage budgets.","The coach instructed the players to practice hard, stay focused, and have fun.","The museum showcases art, history, and also has science exhibits.",30,3,,
395,"Which sentence shows parallelism in the list?","They hope for expansion of their business, improving customer service, and to innovate products.","Her responsibilities involve teaching, mentoring, and counseling students.","He is talented at singing, dance, and acting.","The athlete won gold in swimming, silver in biking, and they received bronze in running.",30,2,,
396,"Which sentence shows parallelism in the list?","The research should include data collection, you analyze the data, and interpreting results.","The project requires creativity, collaboration, and being persistent.","They planned to hike, camp, and relaxing by the lake.","They were excited to hike, to camp, and to fish.",30,4,,
